	   171		1304.12		688.47			615.65			173312.39
	   172		1304.12		686.03			618.09			172694.30
	   173		1304.12		683.58			620.54			172073.77
	   174		1304.12		681.13			622.99			171450.77
	   175		1304.12		678.66			625.46			170825.32
	   176		1304.12		676.18			627.93			170197.38
	   177		1304.12		673.70			630.42			169566.96
	   178		1304.12		671.20			632.92			168934.04
	   179		1304.12		668.70			635.42			168298.62
	   180		1304.12		666.18			637.94			167660.69
	   181		1304.12		663.66			640.46			167020.23
	   182		1304.12		661.12			643.00			166377.23
	   183		1304.12		658.58			645.54			165731.69
	   184		1304.12		656.02			648.10			165083.59
	   185		1304.12		653.46			650.66			164432.93
	   186		1304.12		650.88			653.24			163779.69
	   187		1304.12		648.29			655.82			163123.87
	   188		1304.12		645.70			658.42			162465.45
	   189		1304.12		643.09			661.03			161804.42
	   190		1304.12		640.48			663.64			161140.78
	   191		1304.12		637.85			666.27			160474.51
	   192		1304.12		635.21			668.91			159805.60
	   193		1304.12		632.56			671.55			159134.05
	   194		1304.12		629.91			674.21			158459.83
	   195		1304.12		627.24			676.88			157782.95
	   196		1304.12		624.56			679.56			157103.39
	   197		1304.12		621.87			682.25			156421.14
	   198		1304.12		619.17			684.95			155736.19
	   199		1304.12		616.46			687.66			155048.53
	   200		1304.12		613.73			690.38			154358.14
	   201		1304.12		611.00			693.12			153665.03
	   202		1304.12		608.26			695.86			152969.16
	   203		1304.12		605.50			698.62			152270.55
	   204		1304.12		602.74			701.38			151569.17
	   205		1304.12		599.96			704.16			150865.01
	   206		1304.12		597.17			706.94			150158.07
	   207		1304.12		594.38			709.74			149448.32
	   208		1304.12		591.57			712.55			148735.77
	   209		1304.12		588.75			715.37			148020.40
	   210		1304.12		585.91			718.20			147302.20
	   211		1304.12		583.07			721.05			146581.15
	   212		1304.12		580.22			723.90			145857.25
	   213		1304.12		577.35			726.77			145130.48
	   214		1304.12		574.47			729.64			144400.84
	   215		1304.12		571.59			732.53			143668.31
	   216		1304.12		568.69			735.43			142932.87
	   217		1304.12		565.78			738.34			142194.53
	   218		1304.12		562.85			741.26			141453.27
	   219		1304.12		559.92			744.20			140709.07
	   220		1304.12		556.97			747.14			139961.92
	   221		1304.12		554.02			750.10			139211.82
	   222		1304.12		551.05			753.07			138458.75
	   223		1304.12		548.07			756.05			137702.70
	   224		1304.12		545.07			759.05			136943.65
	   225		1304.12		542.07			762.05			136181.60
	   226		1304.12		539.05			765.07			135416.54
	   227		1304.12		536.02			768.09			134648.44
	   228		1304.12		532.98			771.13			133877.31
	   229		1304.12		529.93			774.19			133103.12
	   230		1304.12		526.87			777.25			132325.87
	   231		1304.12		523.79			780.33			131545.54
	   232		1304.12		520.70			783.42			130762.12
	   233		1304.12		517.60			786.52			129975.60
	   234		1304.12		514.49			789.63			129185.97
	   235		1304.12		511.36			792.76			128393.21
	   236		1304.12		508.22			795.90			127597.32
	   237		1304.12		505.07			799.05			126798.27
	   238		1304.12		501.91			802.21			125996.06
	   239		1304.12		498.73			805.38			125190.68
	   240		1304.12		495.55			808.57			124382.11
	   241		1304.12		492.35			811.77			123570.34
	   242		1304.12		489.13			814.99			122755.35
	   243		1304.12		485.91			818.21			121937.14
	   244		1304.12		482.67			821.45			121115.69
	   245		1304.12		479.42			824.70			120290.99
	   246		1304.12		476.15			827.97			119463.02
	   247		1304.12		472.87			831.24			118631.78
	   248		1304.12		469.58			834.53			117797.24
	   249		1304.12		466.28			837.84			116959.40
	   250		1304.12		462.96			841.15			116118.25
	   251		1304.12		459.63			844.48			115273.77
	   252		1304.12		456.29			847.83			114425.94
	   253		1304.12		452.94			851.18			113574.76
	   254		1304.12		449.57			854.55			112720.21
	   255		1304.12		446.18			857.93			111862.27
	   256		1304.12		442.79			861.33			111000.94
	   257		1304.12		439.38			864.74			110136.20
	   258		1304.12		435.96			868.16			109268.04
	   259		1304.12		432.52			871.60			108396.44
	   260		1304.12		429.07			875.05			107521.39
	   261		1304.12		425.61			878.51			106642.88
	   262		1304.12		422.13			881.99			105760.89
	   263		1304.12		418.64			885.48			104875.41
	   264		1304.12		415.13			888.99			103986.42
	   265		1304.12		411.61			892.51			103093.91
	   266		1304.12		408.08			896.04			102197.88
	   267		1304.12		404.53			899.59			101298.29
	   268		1304.12		400.97			903.15			100395.15
	   269		1304.12		397.40			906.72			99488.42
	   270		1304.12		393.81			910.31			98578.11
	   271		1304.12		390.21			913.91			97664.20
	   272		1304.12		386.59			917.53			96746.67
	   273		1304.12		382.96			921.16			95825.51
	   274		1304.12		379.31			924.81			94900.70
	   275		1304.12		375.65			928.47			93972.23
	   276		1304.12		371.97			932.14			93040.08
	   277		1304.12		368.28			935.83			92104.25
	   278		1304.12		364.58			939.54			91164.71
	   279		1304.12		360.86			943.26			90221.45
	   280		1304.12		357.13			946.99			89274.46
	   281		1304.12		353.38			950.74			88323.72
	   282		1304.12		349.61			954.50			87369.22
	   283		1304.12		345.84			958.28			86410.93
	   284		1304.12		342.04			962.08			85448.86
	   285		1304.12		338.24			965.88			84482.98
	   286		1304.12		334.41			969.71			83513.27
	   287		1304.12		330.57			973.54			82539.72
	   288		1304.12		326.72			977.40			81562.33
	   289		1304.12		322.85			981.27			80581.06
	   290		1304.12		318.97			985.15			79595.91
	   291		1304.12		315.07			989.05			78606.86
	   292		1304.12		311.15			992.97			77613.89
	   293		1304.12		307.22			996.90			76616.99
	   294		1304.12		303.28			1000.84			75616.15
	   295		1304.12		299.31			1004.80			74611.35
	   296		1304.12		295.34			1008.78			73602.56
	   297		1304.12		291.34			1012.77			72589.79
	   298		1304.12		287.33			1016.78			71573.01
	   299		1304.12		283.31			1020.81			70552.20
	   300		1304.12		279.27			1024.85			69527.35
	   301		1304.12		275.21			1028.91			68498.44
	   302		1304.12		271.14			1032.98			67465.46
	   303		1304.12		267.05			1037.07			66428.40
	   304		1304.12		262.95			1041.17			65387.22
	   305		1304.12		258.82			1045.29			64341.93
	   306		1304.12		254.69			1049.43			63292.50
	   307		1304.12		250.53			1053.59			62238.91
	   308		1304.12		246.36			1057.76			61181.16
	   309		1304.12		242.18			1061.94			60119.21
	   310		1304.12		237.97			1066.15			59053.07
	   311		1304.12		233.75			1070.37			57982.70
	   312		1304.12		229.51			1074.60			56908.10
	   313		1304.12		225.26			1078.86			55829.24
	   314		1304.12		220.99			1083.13			54746.11
	   315		1304.12		216.70			1087.41			53658.70
	   316		1304.12		212.40			1091.72			52566.98
	   317		1304.12		208.08			1096.04			51470.94
	   318		1304.12		203.74			1100.38			50370.56
	   319		1304.12		199.38			1104.73			49265.82
	   320		1304.12		195.01			1109.11			48156.71
	   321		1304.12		190.62			1113.50			47043.22
	   322		1304.12		186.21			1117.91			45925.31
	   323		1304.12		181.79			1122.33			44802.98
	   324		1304.12		177.35			1126.77			43676.21
	   325		1304.12		172.88			1131.23			42544.97
	   326		1304.12		168.41			1135.71			41409.26
	   327		1304.12		163.91			1140.21			40269.06
	   328		1304.12		159.40			1144.72			39124.34
	   329		1304.12		154.87			1149.25			37975.08
	   330		1304.12		150.32			1153.80			36821.28
	   331		1304.12		145.75			1158.37			35662.92
	   332		1304.12		141.17			1162.95			34499.96
	   333		1304.12		136.56			1167.56			33332.41
	   334		1304.12		131.94			1172.18			32160.23
	   335		1304.12		127.30			1176.82			30983.41
	   336		1304.12		122.64			1181.48			29801.94
	   337		1304.12		117.97			1186.15			28615.79
	   338		1304.12		113.27			1190.85			27424.94
	   339		1304.12		108.56			1195.56			26229.38
	   340		1304.12		103.82			1200.29			25029.08
	   341		1304.12		99.07			1205.04			23824.04
	   342		1304.12		94.30			1209.81			22614.22
	   343		1304.12		89.51			1214.60			21399.62
	   344		1304.12		84.71			1219.41			20180.21
	   345		1304.12		79.88			1224.24			18955.97
	   346		1304.12		75.03			1229.08			17726.89
	   347		1304.12		70.17			1233.95			16492.94
	   348		1304.12		65.28			1238.83			15254.10
	   349		1304.12		60.38			1243.74			14010.36
	   350		1304.12		55.46			1248.66			12761.70
	   351		1304.12		50.52			1253.60			11508.10
	   352		1304.12		45.55			1258.57			10249.54
	   353		1304.12		40.57			1263.55			8985.99
	   354		1304.12		35.57			1268.55			7717.44
	   355		1304.12		30.55			1273.57			6443.87
	   356		1304.12		25.51			1278.61			5165.26
	   357		1304.12		20.45			1283.67			3881.59
	   358		1304.12		15.36			1288.75			2592.83
	   359		1304.12		10.26			1293.86			1298.98
	   360		1304.12		5.14			1298.98			-0.00
